,Review,Analysis
395,,Neutral
396,first fantastic right best mcu fear action would follow suit previous marvel film nothing quick cut shaky cam doesnt brilliant cast fantastic tony leung high point point film easy unfortunately second half isnt tight story become little fantastical end god awful cgi mess become common mcu bring score shame first half generally fantastic dont see rush see,Positive
397,excellent marvel movie teach u history shangchi fight scene grand story fascinate scene divine short magical film,Positive
398,class iron man gotg black panther top mcu origin film film extremely fun offer different type mcu film would put film first dr strange antman movie perhaps right level first captain america black widow film ironman gotg black panther thor spiderman homecoming better plot shangchi offer ton heart fight scene amazingly do climax film actually visually beautiful review say cgi heavy actually felt right compare recent asian lead cast story like film ton mulan snakeeye crazy rich asian highly recommend,Positive
399,like able perfect ooze charm fun akwafinas character doesnt much arc shes fun shang great lead fun aspect feel flesh enough good pace help forget fun intricately shape craft story good enough enough wong,Positive
400,visually outstanding choreography fight scene one greatest ever watch recent movie michelle yeoh every single scene awkwafina funny ever story great plot twist great clue follow next phase mcu,Positive
401,hit somehow succeed expand vast mcu without really force go show richness american pocket world culture go long way solid movie great action sequence cgi deliver mind shangchi without mesmerize tony leung michelle yeoh doesnt fight title character ok awkwafina still isnt funny wait watch tv experience cinema first,Positive
402,,Neutral
403,shangchi legend ten ring different previous marvel movie good thing little worry first film might live success marvel push give film actually spectacular entertain good story good act excellent character development action choreography outstanding funny moment beautiful cinematography vfx major stepup previous marvel film film almost like aquaman mcu fun experience see screen present fan something entirely new unfamiliar movie practically flawless cant wait see shangchi future marvel movie,Positive
404,movie amaze beautiful look awesome action scene well grip story time even pull heart string hand one best marvel film thats ever come far wow darn movie,Positive
405,another mediocre movie die universe fight scene quite good visual mostly ok better capt marvel hence two point,Positive
406,marvel newest solo film introduce iconic hero thier vast collection hero certainly newer fan didnt grow master kungfu even stan lee charge company didnt create shangchi admit comic ripoff bruce lee look style add mystical possible alien influence view mistake true character story reimaging mandarin find disappoint aside tire storyline become common marvel film end little top aside criticism ill give kudos good cast wonderful cinematography ever get faithful adaption marvel comic grow might shock come conclusion film since dont recognize hero villain worse film marvel universe best,Positive
407,shangchi legand ten ring definitely great movie see,Positive
408,must watch movie good enough fun even cinema visuals fight scene great,Positive
409,shangchi legend sumi liu gorgeous totally fine marvel movie like every marvel movie someone upset someone kinder die even though person tell isnt way decide fight kill people revenge someone else teach like kinder person upset say stop use anger solve problem apparently moral woman younger beautiful smarter powerful kinder shouldnt settle even kid end pretty gene destruction reign dad isnt good enough clearly know,Positive
410,ok fctcyycctctcrcrctuvy ty k h h k j f f j h ju u h,Positive
411,,Neutral
412,3rd cinema visit year bring delightful marvel film really enjoy film inspire martial art humor character development emotion also quite spectacular even may thinnk weve see already much visual effect heavy movie come past ten year make marvel pun intend laugh heart goodness much recommend see movie cinema,Positive
413,people give movie review agenda movie honest objective comic version mandarin different power ten ring different make movie bad marvel formula present show different part mcu like black panther important part world build theme movie family expect focus action unique balance story tell action scene get time make sense write review petty thing downplay misrepresent movie agenda see lot nowdays actor good mandarin tony leung chiuwai main reason watch movie disappoint watch movie think enjoy movie masterpeice hold weight fine,Positive
414,incredible start finish cast perfect mind blow special effect cant give enough praise go see,Positive
415,im go downplay movie action visuals comedy much comedy youd expect marvel movie want entertain movie think mcu figure much point oddly enough awkwafina best part movie like better thing ive see main character shangchi really sell movie simu liu knock park perfomance know play everyman chemistry awkwafina work well best scene movie think interest like many marvel character he superhero could regular guy walk street wouldnt know unless know backstory believe also like whole transition face true identity finally confront father main antogonist weakpoints youd expect villain 2dimensional get didnt really care even credit roll fact shangchis father literally thing make relevant story remotely interest even whole ten ring super power didnt completely sell look cool beyond guy metal ring armswhich make himthe powerful man world history sure whatever would say biggest weakpoint story like begin review great visuals action generally entertain movie buti cant help think marvel screenwriter copypasting story previous marvel movie third act borderline rip black panther shame think movie vacuum really something special without element feel regurgitate mcus back catalogue look get sometimes want thing im go stop watch marvel pixar disney cartoon movie liveaction remake personally never hear shangchi comic barely know actor feel le invest preavengers endgame feel odd wait xmen deadpool wolverine iron fist fantastic blade new avenger others join mcu watch wait need many mcu movie guess thats decide,Positive
416,shang chi say first hour enjoyable whole backstory two sibling origin ten ring rival clan martial art also greatbut afraid would 2nd half movie become poor version knock crouch tiger hide silly wire work theatrics make place like two different movie get cut stitch together,Negative
417,film everything want actually even better expect action sequence awesomely bada joke comedic scene hilarious never unfunny cgi great emotional scene hit hard cinematography gorgeous also something fresh unique doesnt feel like marvel movie make sense like also bring something new mcu overall film fantastic sometimes even emotional recommend go watch cinema full experience,Positive
418,say wow love cinematography amaze choreography fact wasnt hide obscure camera angle like previous movie love simu liu think incredible addition mcu along awkwafina villain story wenwu play amaze tony leung incredible character depth certainly stereotypical bad guy aside couple awkward phrase love everything movie glad able support open weekend wasnt covid wouldve go see highly recommend,Positive
419,sure hype far non asian movie goer concern movie ok best great fight scene ok comedy great cinematographyits marvel kinda dumb first part movie pretty good second half way end pretty ridiculous wont give away anything wife asian go family see last night asian theatre besides white people ask sisterinlaw like much reason im asian thats exactly obama become president black panther well box office minority support minority whether finish product good rather annoy dont care get offend read fact big baby vote know im right marvel need get back make awesome movie like thor ragnarok endgame hulk movie black panther captain marvel shangchi aint sorry sorry,Positive
420,lot funny scene great action scene movie great,Positive
421,movie entertain great cast fight scene intense beautiful noticeable plot hole tony leung amaze alawys sim liu great job,Positive
422,happy see movie like theater one give satisfy feel end honestly dont know tight chinese culture look quite respectful imho also didnt know character novelty didnt disappoint instantly become one best hero origin film dc marvel course cast unfamiliar nothing demerit product contraire quite surprise good performance figths well choreograph point bring back sensation crouch tiger hide dragon effect well make hard find defect complain mostly flawless remarkable smoothness water scene nature creature scene well do beautiful scene appear regularity sound terrific marvel movie conserve tone previous one enjoyable interest dark well pace course well do give counterpart one give star le definitely solid hope movie like appear often make super enjoyable visit theatre 3d imax worth,Positive
423,crouch tiger hide wakanda layer endless flashback ancient legend get bite thick sag noticeably back half overall addition asian superhero story hit right note power mainly early bravura action sequence scaffold side high rise mirror glass tower especially well render performance solid exactly groundbreaking michelle teoh especially little new direction serviceable whole thing end yet another cgi heavy big bass fight well way predictable snazzy post credit sequence tease dr strange also add mystery rimgs become marvel staple always tease better content next time even thats wear bite thin,Negative
424,im huge marvel fan continue disappoint phase shallow virtue signal character anymore earth decide go direction endgame movie moment get lose wake lack depth pray isnt end marvel cinematic universe enjoy much end great year run dont waste time nonsense,Positive
425,consider good marvel movie marvel big trouble completely unoriginal,Positive
426,go low expectation maybe cultural butcher come infatuate wenwu serious talent like tony leung go international stage also first marvel film felt disney brand overall story great especially till father v son fight chinese dragon lion delicious choice love cgi monster main climax villain yuck boooooring turn event booo disney bore alien unknown bad oh like year ago ooh asian bad cause alien anything alien baaaaad main bad,Negative
427,brilliant movie brilliant actor love connection shangchi mcu action pack funny brilliant storyline cant wait sequel,Positive
428,impress entire movie great visual effect action scene point well write story definitely must see,Positive
429,wow one best marvel movie see far,Positive
430,movie jam pack great choreography visual effect story part pace slow general great movie,Positive
431,honestly wasnt expect something big like infinity war admit good movie course movie isnt perfect think dont know character wont fun quite opposite lot action great connection ironman also postcredits scene stuff armchair wait marvel movie,Positive
432,movie whole decent watch great idea fight scene seem little shallow like movie scare commit anything end fall like none great potential ever amount thing actor portray shang chi good job unfortunately get much depth work start end character ark basically spot really get moment express real emotion main problem sister character show female character badasswe know dont cram throat make feel force take away impact character main problem focus much main character story never really get enough time develop character mandarin never feel really intimidate og love try middle road everything character neither feel believeable opposite real person general shame dont think actor blame simply poor write direct shang chi doesnt feel like much impact story especially second half focus secondary role impact final battle minimal best first half movie clearly stongest go kinda downhill one special cameo though sure delight give laugh worth watch much,Positive
433,marvel movie dragon martial art like story think vfx really good,Positive
434,action movie biggest sell point hand hand combat do exceptionally well use environment camera movement add flow intensity scene character development interaction also fine criticism final fight get bite cgiheavy really didnt need super fantastical element definitely take away character development story build kind felt like higherups say marvel movie need something grandiose despite rest film keep ground fact side character able pull mvp hit thin air movie enjoyable truly breathtaking scene there plenty memorable martial art scene go around grow kung fu movie think youll enjoy much,Positive
435,,Neutral
436,dont care want something nicer cooler,Neutral
437,thought shangchi really good movie actually one better marvel movie really enjoy movie fight choreography really great almost remind crouch tiger scene also give jackie chan movie vibe part like way shang chi fight really connect marvel universe really well think also expand well act top notch around think go hate awkwafina actually great job really funny could get emotional scene lot comedy land minor joke werent funny get pas joke make itthe mandarin really intimidate figure really think could destroy anyone big fight scene end really awesome huge spectacle edge seat love implement asian culture film plot also tie thread pas movie really make glad finally answer cgi amaze awe inspire watch way better last marvel movie really want see shangchi future give shangchi legend ten ring,Positive
438,really good movie particularly like martial art fight scene bite everything good sense humour great fight scene even bite fantasy mix two lead character particularly good really like mix american chinese culture throughout movie fight scene epic plenty particularly involve ring couple thing wasnt keen first appearance ben kingsley im big fan didnt work opinion wasnt entirely random watch iron man movie know appear attempt add comedy value movie didnt work people havent see iron man series probably think clueless second inevitable wake storyline seem compulsory hollywood movie slip clichÃ© one girl doesnt get treat equally boy become better sigh thing aside really enjoy movie great see cinema tip end scene credit roll marvel movie cinema put light roll know one would come entire cinema stay watch,Positive
439,love marvel mcu disney asian martial art movie general love man amaze story screenplay action emotional film fantasy element epic expect shangchi new favorit hero ofc watch everything love everything thar marve disney mcu awesome bear watch jackie chan bruce lee etc little slow middle good slow bad slow thank story direction,Positive
440,natural expectation weight movie quite incredible plot surprisingneat fight amaze think respectful eastern medium really praise culture together aquafina also well enjoyable annoy well do,Positive
441,wow underwhelmed movie cant bother write review movie bore character actor uncharismatic disney do expert dull uninspiring talentless garbage wake b yay,Negative
442,anyone think straight white male allow opinion let tell asian movie truly overrate action good virtue signal limit absent cliche mcu formula really put novelty look actor get overly bore would miss much watch,Positive
443,nearly fell asleep first min movie pick littleafter bore get leave half way movie,Positive
444,impressive debut superhero flick come cold competitive landscape marvel lead simu liu likeable hero akwafina great foil superb support cast good write production note iykwim one leg unlikely shrink ensemble,Positive
445,,Neutral
446,great introduction new mcu hero great marvel humor wait see back story justice fresh take ring,Positive
447,average marvel movie last bite go see want bore slightly entertain cannot bother,Negative
448,marvel churn hit hit first phase feel something different great film great action sequence good cast surprise cameo look forward character progress withing marvel universe,Positive
449,great really review short,Positive
450,,Neutral
451,marvel give budget cgi could beautiful act plot action soooooo beautiful,Positive
452,movie great action humor would expect marvel movie also welllayered complex character compel theme respect asian culture find laugh cry movie also love guest appearance old character long forget amaze creature movie deserve praise get,Positive
453,marvel prove past year theyre able take character matter obscure outlandish give franchise people eager see everything motley crew galactic misfit man shrinky power nothing offlimits shangchi legend ten ring time introduce audience titular character simply spectacular martial art ability compare bigscreen peer shangchis usp skill set may sound simplistic truth far shangchi legend ten ring see shangchi try escape villainous father criminal empire instead live normal simple life course doesnt go plan must fight father member shady organization pleasure report film thrill adventure entertain start finish deliver best action scene mcu date well surprise number laugh thats say film comedy akin guardian galaxy thor ragnarok moment levity come appropriate moment land well master kungfu shangchi play simu liu excellent job spectacular fight scene also scene fit collide deadly ninja jaw direct opposition father shangchi laidback everyman grand ambition life he happy lowlevel job love night friend mention karaoke he charm funny welcome addition marvel universe speak martial art may wonder hang doesnt everyone marvel movie variation martial art black widow captain american theyre capable fighter shangchi really much better answer simply yes shangchi deliver come fight scene deliver tense flow spectacular ground fight highlight film truly fantastic creative worth repeat view youve see trailer film youll know film promise lot havent wont ruin anything youre worry much give away rest easy know film stuff surprise twist shock amaze secret marvel hero likable film theyre spend lot time make audience care rich backstory motivation anyone empathize however often cost villain sometimes prove underwhelming underdevelop unsympathetic often weakest part otherwise enjoyable movie shangchi legend ten ring introduce xu wenwu aka mandarin leader ten ring word concur criminal organization addition wielder ten ring ten mystical powerful ring wear bracelet mandarin play hong kong superstar tony leung chiuwai one film greatest strength one best marvel villain date he bad sure terrible thing he mustachetwirling cartoon believable motivation give ample screen time develop complex character audience emphasize addition father shangchi make relationship complex interest finale up stake spectacular fashion swap ground fight come something altogether grander find one entertain thrill sequence film others may different sensibility feel however totally work undoubtedly one crazier thing marvel do shangchi legend ten ring introduce audience new character whole new corner marvel universe flesh unlike anything come addition character good bad equally please great motivation rich backstories connection wider universe please many people film stand true shangchi legend ten ring many audience never hear shangchi wont able stop talk,Positive
454,,Neutral
455,cant wait see else come shang chi fantastic start finish well worth watch,Positive
456,amaze visuals phenomenal fight choreography genuinely interest story never know character shang chi already become favourite mine really hope show dr strange multiverse madness,Positive
457,action would last minute back talk get old pretty fast didnt need every back story show everyone tell character either,Positive
458,risk make movie star mostly asian cast say pay simu liu truly perfect cast get essence character make relatable likeable seem helm much action scene multiple wide shot hand hand combat absolutely blow mind could stop smile director absolutely fantastic job lead film wish 2nd act movie pace bite quicker set second act wish perhaps come begin minor critique may thing type movie want pay see please hollywood make movie like movie heart conviction craft,Positive
459,usually like post thought straight see something new either good bad time didnt care enough bother felt flat end im sure plenty enjoy plethora super high score weird even want turn brain enjoy visuals still good actually quite dull act fine exception lius scene whole movie complete charisma bypass there awkwafinas performance bad expect still strange cast know theyd chop half hour tighten story bite might work better instead bloat cgi heavy snorefest unless eternals surprise hit im really like mcu head postendgame,Positive
460,rollercoaster ride along im big mcu fan one respectedshangchi give different vibe every min laugh serious scene come long middle laugh momentit fresh movie watch would surely recommend,Positive
461,finally super excite saw trailer movie disappoint time asian superheros showcased,Positive
462,let say didnt know expect go movie im glad buy ticket story amaze fight scene really good choreograph overall top tier camerawork actor play amaze movie amazingly funny definitely worth watch,Positive
463,shangchi core people please marvel movie nothing nothing le due isnt really much say one storywise simple unchallenging follow shangchi attempt prevent end world standard fare action film character motivation feel flat outside shangchi katy provide fun duo first two act film almost every marvel film swamp cgi lead visually inseparable rest catalogue fight choreography felt fun two type starkly contrast cthd inspire duel modern almost dancelike brawl outside pas character appearance postcredit scene real reference overall mcu leave think film would work better fully standalone one especially otherwise relatively unknown character main complaint story little happen runtime could develop character could touch year father alive affect could put tell story soulsucking dragon trap none happen film yes alright potential much better cant arxed paragraph one big lump,Positive
464,ironman thor etc movie common newbie yet famous guy great animation action sequence screenplay character arc old establish actor great camera direction work last happy end one like movie great experience long time post covid must watch theatre family kid would love enjoy watch marvel bos proof time,Positive
465,,Neutral
466,marvel origin story amaze one break line write humor comedy everything perfect director make best choice make movie incredible,Positive
467,solid origin story mcus newest avenger summarize movie make feel would say like crossover raya last dragon crouch tiger hide dragon mega blockbuster jackie chan film nevertiring humor marvel cinematic universe first time forever didnt need english subtitle english conversation mcu film thank god asianamericans haha want leave simu liu shangchi review think movie tony leungs character mandarin shangchi movie central theme grief loss move find passion life heavier deeper mandarin shangchi film like beloved ancient asian tale bring life craft respect participate probably best people role many familiar face appear movie always nice remember film franchise saw character connect excite shangchi offer rest mcu asian really win representation avenger movie homage many superhero fan asian asian kid finally superheroes mcu see,Positive
468,,Neutral
469,movie remind old kung fu movie jackie chan bruce lee fight sequence extremely well shoot choreograph wenwu might one best villain mcu simu liu charismatic actor im hop get sequel definitely recommend everyone give movie watch,Positive
470,greatly do movie great character best part movie action beautiful visually make perfection one new favourite marvel movie also one favourite superhero movie,Positive
471,super smooth blend magic martial art mythology chemistry two lead spot hilarious best choreographey mcu really memorable villain want full experience watch cinema id personally recommend watch iron man first,Positive
472,ive get unlimited screen best marvel action origin film mcu u love action fantasy film ur film,Positive
473,definitely best marvel movie ive see probably unmarvel feel one fight seem incredible bus fight stand fantastic choreography heavily influence old martial art movie cgi throughout amaze youd expect marvel felt amount comedy right ben kingsley smash trevor superb others comment pace issue second half overall fun ride enjoy first end credit scene worth hold dont bother second,Positive
474,love every bite movie keep edge seat love katy probably total backbone movie amaze action everything deliver marvel stand woowwwww,Positive
475,fight coreographies really good music perfect rest awful,Positive
476,another global treath another villain gonna kill entire reallity speak abault whats name villain oh cant remember another secret organization shape history take government bla bla bla good movie script bad character force movie even cgi much cgi good cgi,Positive
477,great movie bring renaissance fantasy kung fu movie genre keep asian root story character shang chi great movie mcu introduction havent movie theater year decide go see movie theater im happy,Positive
478,,Neutral
479,visually stun awesome fight scene many easter egg,Positive
480,expectation one give fact origin story character know zero fact let say compete avenger movie come cinematography visuals action sequence far best marvel movie recent year put many title portfolio shame visuals blast true eye candy experience lot new element marvel seem experience work perfectly choreography spot fight sequence among best ive see combine good score turn enjoyable see big screen think mandatory watch shangchi biggest screen get,Positive
481,nothing larger life chinese martial art movie fantasy action adventure genre way upto marvel standard yeah budget high action sequence vfx graphic greatbut story theme fantasy action adventure chinese movie nothing new present old dish add spice new plate thats personally dont like,Positive
482,oh beautiful coregraphy fight landscape color story script previsible good sometimes something classic work always though marvel universe movie le fight reunite classic hong kong movie john woo one tough listen easely fight base mcu movie ever great time great subject edit actor prefer one globally black widow see live expect even,Positive
483,movie great treat fan remind u last marvel magic theatre twist one fresh different sad themesthe plot fine action cgi dominate movie good really strength marvel studio use great way lot astonish scene visuals blow mind cast performance also great awkwafina kill role simu also great tony mandarian best movie little fast pace want show much cant show everything hour great back cinema along movie,Positive
484,honestly im happy write good review change almost year since anything decent come tenet amaze pretty much everything garbage think bar quality fall low way back holy cow everything movie great funny beautiful great write great cg amaze fight scene even magical creature neutral non political proper comic book story well do mr kevin louis please keep thank ðŸ™,Positive
485,,Neutral
486,seriusly didnt even expect much movie lose intrest mcu endgame watch phase4 mcu sake continuation wholeheartedly saw kickass movie goosebump light ðŸ”¥ word music kill melody xu still ear fight coreography new spontaneous guy simu lui perfectly sync shangchi role absolute blast every age group irrespective sexcastecreed enjoy film,Positive
487,begin middle marvel film take notch thank well do fight choreography heart would rat however awkwafinas act andor character wasnt need past first act seem place shoehorn much film voice presence annoy moreover controversy surround distraction though warrant really hope isnt bring back,Positive
488,powerful film asian everywhere marvel take era inclusion expansion story wise shang chi good great solid display asian value perfectly find chinese line irritate hear native mandarin speaker martial art sequence simply amaze fight scene captivate beautiful superb special affect top actual martial art eternals come marvel clearly up cgi special affect make much cinematographic film complaint end go one marvel best godzilla dont think youll find anyone praise weak end overall amaze film,Positive
489,blockbuster block capital letter movie amaze experience great cgi,Positive
490,movie great one best marvel legendary ring,Positive
491,alright get youre fan character youre gonna like ive watch movie clue character still great movie make care think act pretty decent actor good job funny action scene pretty awesome thats already expect mcu production real issue movie plot tale chinese warrior doesnt use ability sht even though raise fighter something instead run away hide new york bore comic relieflove interest character leave sister behind even care alright buy wheres motivation suddenly guy sword arm appear steal necklace start something wow amaze chinese hero let give applause plus dadvillain totally forgettable whole relationship poorly write one scene say he go kill dad basically forget dad doesnt one scene development character weak af probably one worst antagonist mcu cgi dragon pretty amaze another formula marvel bull totally forgettable,Positive
492,great visual second half remind kong godzilla v kong avatar recent chinese movie best action scene mcu,Positive
493,positive action funny scene character mystical creature negative darkness speed story fluctuate ten ring year show earlier fight,Positive
494,awesome movie something would definitely watch sometime film definitely one top film storytelling amaze start finish action scene movie jackiechanbruce lee stylish type martial art love movie,Positive
495,watch shangchi ten ring despite movie title sound like one 1940s black white detective dee type film visually stun stun scenery magical creature gorgeous costume noholdsbarred fight scene much dance fight name issue however first think marvel worry offend china chinese people film come across safe far much dignity film job interview would position senior vice president chinese equivalent louvre even akwafina usually count deliver raunchy bellylaugh good time compose restrain im also wonder bother include shangchis sister doesnt really anything except moody resentful majority film even afterscene shes far tell entire point inclusion film get shangchi macau bonus point overuse hong kong singapore dignity plenty opportunity could up humour quotient chinese people dignify famous also ribald sophisticate sense humour would love see sly dig western culture commentary difference east west cant tell guy spend life isolate chinese compound state seamlessly segue macau urban lifestyle kind thing stereotypical get marry go get real job conversation basically could really do something movie superhero story one thing really want see guide creature see film beautifully render fu dog example mesmerize watch tiny little movement ear flick muscle twitch react bug bite movement fur mane magnificent many others clue look like chinese mythological creature would love know,Positive
496,amaze choreography incredible act core cast one movie see much heart main villain cant recommend enough,Positive
497,film isnt perfect felt like honestly could keep go feel first half film maybe save mystical special effect sequel kind felt like movie jam together regardless halve great think first half bite better end get bite jumble cgi feel like watch able process everything ill love know cant wait watch cant wait see shangchi mcu hero wenwu one best mcu villain far maybe best thanos humor fantastic bus scene probably one best scene mcu choreography brilliant cinematography well say wish save razor fist future villain wouldnt get insane bus scene definitely wish go death dealer save sequel well think badass character get see tip iceberg potential super unique design kind wish shangchi superhero name sort kind throw marvel title name guess thats case thor loki netflix hero count anyways im really nitpick great mcu film still feel pretty formulaic thing time,Positive
498,,Neutral
499,everybody kung fu fight straight hour itÂ´s bad start okay get worse minute new direction marvel head itÂ´s sad really bad movie story rubbish act bad best thing saw free,Negative
500,movie whole time awe everybody theater dont read anything watch worth time money everything marvel outdo phase people fantastic direct fantastic edit fantastic cg fantastic soundtrack expectation surpass recommend everyone,Positive
501,,Neutral
502,watch movie twitter claim best movie ever go high expectation watch find movie mediocre best cgi great apart everything ok best didnt connect character honest wait film come stream service worth go cinema,Positive
503,probably count least martial art movie roll movie pretty good see marvel kevin fegie cross another marvel movie would pretty awesome see shangchi evolve much better character,Positive
504,likeable main character fantastic action scene overall solid film plotdialogue like many marvel film little thin poor place let film slightly area overall decent watch,Positive
505,im sucker mythical creature fluid fight scene movie two main character likeable well basically marvelkung fufantasy mashup anything new good time,Positive
506,though film quite lame straightforward storyline amaze direction fantastic act cast member beautiful visuals cgi work action sequence balance humor emotion make time better film treat marvel fan carry great potential future mcu best film truly enjoy hope see shang chi mcu,Positive
507,shang chi probably top action pack mcu movie choreography mind blow like many wtf moment choreography blow away visuals probably best mcu far becaus ethey extrodinary well amaze cinematography story good feel like could better overall really like movie definitley reccomend people give ago,Positive
508,incredible everything cinematography storyline character choreographythis movie every character purpose actor absolutely kill easily top marvel movie post credit scene great well,Positive
509,movie easily top favorite mcu movie,Positive
510,,Neutral
511,except something new marvel time around shangchi still feel like bring marvel formula action scene definitly strong highlight along act like lot camera move dynamic colour costume design make movie stand among mcu film technically massive achivment sadly story hold movie go story get weaker weaker become giant cgi fest like every superhero movie ever obviously lot heart talent go project mcu turn year old still use repetitive formula shout guy look like morgan freeman real star show,Positive
512,amaze cgistory begin new character absolutely amaze credit shoot movie every second go open mouth surprise good luck fourth stage movie raise expectation work pray dont drop,Positive
513,,Neutral
514,one best movie year people miss 3d version nice graphic simple storyline fantastic action,Positive
515,filmis brilliant without spoiler there much say overall,Positive
516,wasnt amaze cinematography id give one beautiful film ive ever see great action set good new character overall breath fresh air felt unique enjoy,Positive
517,good love excite funny visually stun likeable character amaze action sequence recommend,Positive
518,watch marvel action superhero movie youve watch marvel superhero movie youre hot garbage movie make order copy every scene marvel movie mean every fight scene felt like id watch except character even le connection im bore fight bus train people leap around scaffold every marvel movie fight scene bus train one felt really recycle get back round character besides shang chi cant remember sister name weird friend name serve zero purpose movie accept serve loud mouth joke teller almost want kevin hart like star settle awkwafina shang sister add nothing story movie look nothing like shang either younger self cast well ben kingsley show amuse honestly cames laugh could see every joke come second deliver recycle joke marvel superhero movie wong abomination make cameo appearance movie addition give context make zero sense add nothing movie story overall id say every character felt like chinese copy character youve already see marvel movie end felt like watch propaganda movie make ccp like order chinese except come drown bath chinese sauce serve bed soggy chinese mythology even post credit scene wasnt worth stick around watch contain marvel hat character ever get movie,Positive
519,marvel huge opportunity make much bigger better premise movie beautiful cinematography choreography stunt work act little rough protagonist actor pretty good job though dry mcu humor weve grow see didnt quite hit know lot people wish would do much mandarin pretty big bad comic hype lot think movie make people excite next marvel movie rather truly give mcu story life movie hour long felt rush time viewer wait end ill say could nice gal awkwafina know im one find place screen sometimes thats say respectfully lol,Positive
520,enter theatre watch shang chi legend ten ring skepticism pretty much disappoint phase marvel film though story predictable philosophy make film worthwhile philosophy maya unexplored film indian subcontinent despite origin hollywood justice dogma oh boy thrill kudos marvel,Positive
521,grow marvel 70 80 90 sell comic book collection buy new car full scuba gear 20 marvel 90 address real life issue pcp heroin relate issue bgrade comic time didnt even bother read predictable crap waste money magnitude disneyland garbage insult stan lee,Negative
522,,Neutral
523,watch marvel movie humor action never great movie expect like nothing else first minute narrator speak chinese subtitle change usual immediate switch english first fight scene notice cool music bite like dubstep really work scenery morgan freeman small role make laugh didnt expect also expect see thing slightly mention movie really think gonna keep mysterious even though marvel im glad comic relief character werent time werent one funny importantly play big role story pleasant course act great sad scene believable rarely see main character tear wish could cry like normal human would lot movie suffer badassblankface protagonist wasnt totally case big pro lack force romance kiss whatever hate stuff girl always fall love guy show though parent shouldnt fall love either standard bite blood movie really fake look 3d animate make one thing im happy confuse action scene idea whats go protagonist go slow important hit typical marvel action scene also didnt like sister overshadow forgive easily closer give im happy felt something watch movie long,Positive
524,usual kung fu fantasy action do story line bore waste money time constant response work story line use theme show commercial film make narrow cul de sac,Negative
525,best aspect movie hand hand combatswithout ring simu liu awesome embrace character story good consider standalone problem aspect movie element entire movie shoot close studio environment huge set piece marvel thing last many movie eg last avenger movie stupid look non sensical vfx still remember first iron man movie original vfx element hard distinguish good balance reality fantasy world movie force humour case case try mimic crouch tiger hide dragon movie certainly asian vibe movie make style think manipulation make studio creator music movie good overall good movie go give special attention upcoming marvel movie maybe leave behind fantasy world think classic marvel upcoming future,Positive
526,know movie actually good watch watch know give actually gorgeous visual effect fight scene awesome music good recommend watch even didnt saw last movie couple minute get bore action back end shang chi good movie eye fight scene great,Positive
527,quite rare see superhero film day actually good story good act ability keep want see film tick box slight let occasionally cgi appear poor side however luckily throughout entire film another great good v morally cloud flick havent see definitely worth watch dont forget two post credit scene movie,Positive
528,krri movie h bhai bhoot krri maza aajayega movie kya action h bhai zabardast iski story bhi sabse sahi h bhai maza jaayega movie fascinate marvel fan mean cool,Positive
529,,Neutral
530,like character fight scene actingmusic costume story predictable half cgi look cheap though,Positive
531,marvel start new era interest old fan attract attention new audience film director deston creton good job perfectly select cast actor do task understand character clearly convey emotion gorgeous costume joel west soundtrack chinese motif aptly create atmosphere magical world havent see wont say anything bad script either didnt mantion plot hole bonus good joke touch sometimes tragic family story bill pope balance shot amaze special effect definitely reach new level also go film plus special tribute director fight andy chang clear movement dynamic music make scene real spectacle film worth attention rat,Positive
532,,Neutral
533,think movie enjoyable funny lot better black widow fight scene perfect visuals act perfect shangchi actor wong,Positive
534,well truth movie marvel way better movie anyone else there story beautiful visuals love drama comedy package well worth big screen experience go see fan action andor fantasy magical movie,Positive
535,ok nothing new thats marvel churn story,Positive
536,movie amaze scene incredibily beautiful fight scene bomb act great plot great well even cast overall pretty good one best solo marvel movie definetely best marvel debut far,Positive
537,movie centre around cheap laugh gag take bad part old mcu movie put film fart joke thing leave table literally feel asleep final act since bizarre film drag would amaze im shock carry marvel tittle end game marvel excellent release continue work wonderful story wanda falcon utter trash wana watch old school kung fu movie ok hope dont drop ball external tbh see people leave theatre whats top good review seem sketchy,Positive
538,,Neutral
539,marvel create another masterpiece various type action wowðŸ˜² movie must watch marvel fan non marvel fan movie treat watch ðŸ”¥ðŸ”¥ðŸ”¥,Positive
540,superhero movie entertain well act chinese film must see absolutely worth time money grade,Positive
541,im strong mcu fan im one enjoy almost everything there bad movie thats fun im gonna enjoy anyway ive enjoy shangchi ive laugh many time problem dont know doesnt really feel like marvel one doesnt need bad thing case least advantage feel like average chinese kung fu overfantasticasianmithology one gosh spend least first minute movie speak chinese true true trailer already sell u style way trailer show im particular fan style movie give go well know marvel doesnt feel like marvel believe one small cameo middle movie last scene middlecredits one thats thing shangchi wasnt marvel one dont believe id see say chinese fantasykung fu movie thing guess thats yeah fun nevertheless,Positive
542,dont listen negative review movie capture attention begin visually emotionally engage fan marvel universe love instalment,Positive
543,go see movie theater surprise good good action part actually make laugh surprisingly good act would definitely watch movie,Positive
544,great flick action amaze throughout constantly grow change fight never get bore awkwafina favourite mine great job family relationship really make compel story get antagonist tragic understandable story never felt dimensional like many hero rise villain,Positive
545,,Neutral
546,,Neutral
